word,category,section,subcategory,phonetic,part_of_speech,meaning_cn,example_en,example_cn,source,difficulty
compulsory,IELTS_SCENE,阅读词汇篇,法律,kəmˈpʌlsəri,adj.,义务的,,,雅思场景超核心词汇4000.pdf,2
obligatory,IELTS_SCENE,阅读词汇篇,法律,əˈblɪɡətri,adj.,义务的,,,雅思场景超核心词汇4000.pdf,2
enlightened,IELTS_SCENE,阅读词汇篇,法律,ɪnˈlaɪtnd,adj.,开明的,,,雅思场景超核心词汇4000.pdf,2
humane,IELTS_SCENE,阅读词汇篇,法律,hjuːˈmeɪn,adj.,仁慈的,,,雅思场景超核心词汇4000.pdf,2
domineering,IELTS_SCENE,阅读词汇篇,法律,ˌdɒmɪˈnɪərɪŋ,adj.,专横的,,,雅思场景超核心词汇4000.pdf,2
mandatory,IELTS_SCENE,阅读词汇篇,法律,ˈmændətəri,adj.,命令的,,,雅思场景超核心词汇4000.pdf,2
licensed,IELTS_SCENE,阅读词汇篇,法律,ˈlaɪsnst,adj.,被许可的,,,雅思场景超核心词汇4000.pdf,2
heir,IELTS_SCENE,阅读词汇篇,法律,eə(r),n.,继承人,,,雅思场景超核心词汇4000.pdf,2
arbitration,IELTS_SCENE,阅读词汇篇,法律,ˌɑːbɪˈtreɪʃn,n.,调停,,,雅思场景超核心词汇4000.pdf,2
fine,IELTS_SCENE,阅读词汇篇,法律,faɪn,n.,罚金,,,雅思场景超核心词汇4000.pdf,2
confiscate,IELTS_SCENE,阅读词汇篇,法律,ˈkɒnfɪskeɪt,v.,没收,,,雅思场景超核心词汇4000.pdf,2
convict,IELTS_SCENE,阅读词汇篇,法律,kənˈvɪkt,v.,宣判……有罪,,,雅思场景超核心词汇4000.pdf,2
verdict,IELTS_SCENE,阅读词汇篇,法律,ˈvɜːdɪkt,v.,判决,,,雅思场景超核心词汇4000.pdf,2
judgment,IELTS_SCENE,阅读词汇篇,法律,ˈdʒʌdʒmənt,n.,判决,,,雅思场景超核心词汇4000.pdf,2
indemnity,IELTS_SCENE,阅读词汇篇,法律,ɪnˈdemnəti,n.,赔偿,,,雅思场景超核心词汇4000.pdf,2
pickpocket,IELTS_SCENE,阅读词汇篇,法律,ˈpɪkpɒkɪt,n.,扒手,,,雅思场景超核心词汇4000.pdf,2
imprisonment,IELTS_SCENE,阅读词汇篇,法律,ɪmˈprɪznmənt,n.,监禁,,,雅思场景超核心词汇4000.pdf,2
invalidate,IELTS_SCENE,阅读词汇篇,法律,ɪnˈvælɪdeɪt,v.,使作废,,,雅思场景超核心词汇4000.pdf,2
captivity,IELTS_SCENE,阅读词汇篇,法律,kæpˈtɪvəti,n.,囚禁,,,雅思场景超核心词汇4000.pdf,2
trial,IELTS_SCENE,阅读词汇篇,法律,ˈtraɪəl,n.,审判,,,雅思场景超核心词汇4000.pdf,2
detain,IELTS_SCENE,阅读词汇篇,法律,dɪˈteɪn,v.,拘留,,,雅思场景超核心词汇4000.pdf,2
extenuate,IELTS_SCENE,阅读词汇篇,法律,ekˈstenjueɪt,v.,使（罪过等）显得轻微,,,雅思场景超核心词汇4000.pdf,2
court,IELTS_SCENE,阅读词汇篇,法律,kɔːt,n.,法庭,,,雅思场景超核心词汇4000.pdf,2
bar,IELTS_SCENE,阅读词汇篇,法律,bɑː(r),n.,法院,,,雅思场景超核心词汇4000.pdf,2
authorise,IELTS_SCENE,阅读词汇篇,法律,ˈɔːθəraɪz,v.,授权,,,雅思场景超核心词汇4000.pdf,2
empower,IELTS_SCENE,阅读词汇篇,法律,ɪmˈpaʊə(r),v.,授权,,,雅思场景超核心词汇4000.pdf,2
oath,IELTS_SCENE,阅读词汇篇,法律,əʊθ,n.,誓言,,,雅思场景超核心词汇4000.pdf,2
pledge,IELTS_SCENE,阅读词汇篇,法律,pledʒ,v.,使发誓,,,雅思场景超核心词汇4000.pdf,2
plead,IELTS_SCENE,阅读词汇篇,法律,pliːd,v.,为……辩护,,,雅思场景超核心词汇4000.pdf,2
flee,IELTS_SCENE,阅读词汇篇,法律,fliː,v.,逃跑,,,雅思场景超核心词汇4000.pdf,2
defend,IELTS_SCENE,阅读词汇篇,法律,dɪˈfend,v.,辩护,,,雅思场景超核心词汇4000.pdf,2
proscribe,IELTS_SCENE,阅读词汇篇,法律,prəˈskraɪb,v.,剥夺……的公权,,,雅思场景超核心词汇4000.pdf,2
forbid,IELTS_SCENE,阅读词汇篇,法律,fəˈbɪd,v.,禁止,,,雅思场景超核心词汇4000.pdf,2
abstinence,IELTS_SCENE,阅读词汇篇,法律,ˈæbstɪnəns,n.,戒绝,,,雅思场景超核心词汇4000.pdf,2
ban,IELTS_SCENE,阅读词汇篇,法律,bæn,n.,禁令,,,雅思场景超核心词汇4000.pdf,2
veto,IELTS_SCENE,阅读词汇篇,法律,ˈviːtəʊ,n.,否决,,,雅思场景超核心词汇4000.pdf,2
revise,IELTS_SCENE,阅读词汇篇,法律,rɪˈvaɪz,v.,修订,,,雅思场景超核心词汇4000.pdf,2
verify,IELTS_SCENE,阅读词汇篇,法律,ˈverɪfaɪ,v.,验证,,,雅思场景超核心词汇4000.pdf,2
deserve,IELTS_SCENE,阅读词汇篇,法律,dɪˈzɜːv,v.,应得,,,雅思场景超核心词汇4000.pdf,2
stipulate,IELTS_SCENE,阅读词汇篇,法律,ˈstɪpjuleɪt,v.,约定,,,雅思场景超核心词汇4000.pdf,2
testify,IELTS_SCENE,阅读词汇篇,法律,ˈtestɪfaɪ,v.,证明,,,雅思场景超核心词汇4000.pdf,2
testimony,IELTS_SCENE,阅读词汇篇,法律,ˈtestɪməni,n.,证言,,,雅思场景超核心词汇4000.pdf,2
justify,IELTS_SCENE,阅读词汇篇,法律,ˈdʒʌstɪfaɪ,v.,证明……是正当的,,,雅思场景超核心词汇4000.pdf,2
substantiate,IELTS_SCENE,阅读词汇篇,法律,səbˈstænʃieɪt,v.,证实,,,雅思场景超核心词汇4000.pdf,2
confirm,IELTS_SCENE,阅读词汇篇,法律,kənˈfɜːm,v.,证实,,,雅思场景超核心词汇4000.pdf,2
affirm,IELTS_SCENE,阅读词汇篇,法律,əˈfɜːm,v.,证实,,,雅思场景超核心词汇4000.pdf,2
assure,IELTS_SCENE,阅读词汇篇,法律,əˈʃʊə(r),v.,使确信,,,雅思场景超核心词汇4000.pdf,2
evidence,IELTS_SCENE,阅读词汇篇,法律,ˈevɪdəns,n.,证据,,,雅思场景超核心词汇4000.pdf,2
follow,IELTS_SCENE,阅读词汇篇,法律,ˈfɒləʊ,v.,跟随,,,雅思场景超核心词汇4000.pdf,2
observe,IELTS_SCENE,阅读词汇篇,法律,əbˈzɜːv,v.,遵守,,,雅思场景超核心词汇4000.pdf,2
observance,IELTS_SCENE,阅读词汇篇,法律,əbˈzɜːvəns,n.,遵守,,,雅思场景超核心词汇4000.pdf,2
abide,IELTS_SCENE,阅读词汇篇,法律,əˈbaɪd,v.,遵守,,,雅思场景超核心词汇4000.pdf,2
accuse,IELTS_SCENE,阅读词汇篇,法律,əˈkjuːz,v.,指责,,,雅思场景超核心词汇4000.pdf,2
accusation,IELTS_SCENE,阅读词汇篇,法律,ˌækjuˈzeɪʃn,n.,控告,,,雅思场景超核心词汇4000.pdf,2
complaint,IELTS_SCENE,阅读词汇篇,法律,kəmˈpleɪnt,n.,控告,,,雅思场景超核心词汇4000.pdf,2
impeach,IELTS_SCENE,阅读词汇篇,法律,ɪmˈpiːtʃ,v.,弹劾,,,雅思场景超核心词汇4000.pdf,2
indictment,IELTS_SCENE,阅读词汇篇,法律,ɪnˈdaɪtmənt,n.,起诉,,,雅思场景超核心词汇4000.pdf,2
incriminate,IELTS_SCENE,阅读词汇篇,法律,ɪnˈkrɪmɪneɪt,v.,控告,,,雅思场景超核心词汇4000.pdf,2
prosecute,IELTS_SCENE,阅读词汇篇,法律,ˈprɒsɪkjuːt,v.,起诉,,,雅思场景超核心词汇4000.pdf,2
denounce,IELTS_SCENE,阅读词汇篇,法律,dɪˈnaʊns,v.,指责,,,雅思场景超核心词汇4000.pdf,2
lawsuit,IELTS_SCENE,阅读词汇篇,法律,ˈlɔːsuːt,n.,诉讼,,,雅思场景超核心词汇4000.pdf,2
query,IELTS_SCENE,阅读词汇篇,法律,ˈkwɪəri,n.,质问,,,雅思场景超核心词汇4000.pdf,2
interrogate,IELTS_SCENE,阅读词汇篇,法律,ɪnˈterəɡeɪt,v.,审问,,,雅思场景超核心词汇4000.pdf,2
impunity,IELTS_SCENE,阅读词汇篇,法律,ɪmˈpjuːnəti,n.,免罚,,,雅思场景超核心词汇4000.pdf,2
exempt,IELTS_SCENE,阅读词汇篇,法律,ɪɡˈzempt,v.,免除 adj,,,雅思场景超核心词汇4000.pdf,2
condone,IELTS_SCENE,阅读词汇篇,法律,kənˈdəʊn,v.,宽恕,,,雅思场景超核心词汇4000.pdf,2
liberate,IELTS_SCENE,阅读词汇篇,法律,ˈlɪbəreɪt,v.,释放,,,雅思场景超核心词汇4000.pdf,2
remit,IELTS_SCENE,阅读词汇篇,法律,rɪˈmɪt,v.,赦免,,,雅思场景超核心词汇4000.pdf,2
release,IELTS_SCENE,阅读词汇篇,法律,rɪˈliːs,n.,释放,,,雅思场景超核心词汇4000.pdf,2
absolve,IELTS_SCENE,阅读词汇篇,法律,əbˈzɒlv,v.,赦免,,,雅思场景超核心词汇4000.pdf,2
acquit,IELTS_SCENE,阅读词汇篇,法律,əˈkwɪt,v.,宣告无罪,,,雅思场景超核心词汇4000.pdf,2
abolish,IELTS_SCENE,阅读词汇篇,法律,əˈbɒlɪʃ,v.,废除,,,雅思场景超核心词汇4000.pdf,2
term,IELTS_SCENE,阅读词汇篇,法律,tɜːm,n.,条款,,,雅思场景超核心词汇4000.pdf,2
clause,IELTS_SCENE,阅读词汇篇,法律,klɔːz,n.,条款,,,雅思场景超核心词汇4000.pdf,2
bill,IELTS_SCENE,阅读词汇篇,法律,bɪl,n.,法案,,,雅思场景超核心词汇4000.pdf,2
constitution,IELTS_SCENE,阅读词汇篇,法律,ˌkɒnstɪˈtjuːʃn,n.,宪法,,,雅思场景超核心词汇4000.pdf,2
decree,IELTS_SCENE,阅读词汇篇,法律,dɪˈkriː,n.,法令,,,雅思场景超核心词汇4000.pdf,2
legislate,IELTS_SCENE,阅读词汇篇,法律,ˈledʒɪsleɪt,v.,立法,,,雅思场景超核心词汇4000.pdf,2
legislation,IELTS_SCENE,阅读词汇篇,法律,ˌledʒɪsˈleɪʃn,n.,立法,,,雅思场景超核心词汇4000.pdf,2
legalise,IELTS_SCENE,阅读词汇篇,法律,ˈliːɡəlaɪz,v.,使合法化,,,雅思场景超核心词汇4000.pdf,2
prescribe,IELTS_SCENE,阅读词汇篇,法律,prɪˈskraɪb,v.,指示,,,雅思场景超核心词汇4000.pdf,2
credential,IELTS_SCENE,阅读词汇篇,法律,krəˈdenʃl,n.,凭证,,,雅思场景超核心词汇4000.pdf,2
enact,IELTS_SCENE,阅读词汇篇,法律,ɪˈnækt,v.,制定法律,,,雅思场景超核心词汇4000.pdf,2
counsel,IELTS_SCENE,阅读词汇篇,法律,ˈkaʊnsl,n.,律师,,,雅思场景超核心词汇4000.pdf,2
burglary,IELTS_SCENE,阅读词汇篇,法律,ˈbɜːɡləri,n.,入室盗窃,,,雅思场景超核心词汇4000.pdf,2
pornoshop,IELTS_SCENE,阅读词汇篇,法律,ˈpɔːnəʊʃɒp,n.,色情商店,,,雅思场景超核心词汇4000.pdf,2
rapist,IELTS_SCENE,阅读词汇篇,法律,ˈreɪpɪst,n.,强奸犯,,,雅思场景超核心词汇4000.pdf,2
counterfeit,IELTS_SCENE,阅读词汇篇,法律,ˈkaʊntəfɪt,v.,伪造,,,雅思场景超核心词汇4000.pdf,2
blackmail,IELTS_SCENE,阅读词汇篇,法律,ˈblækmeɪl,v.,敲诈勒索,,,雅思场景超核心词汇4000.pdf,2
rehabilitate,IELTS_SCENE,阅读词汇篇,法律,ˌriːəˈbɪlɪteɪt,v.,改造,,,雅思场景超核心词汇4000.pdf,2
deterrent,IELTS_SCENE,阅读词汇篇,法律,dɪˈterənt,n.,威慑力,,,雅思场景超核心词汇4000.pdf,2
commitacrime,IELTS_SCENE,阅读词汇篇,法律,,n.,犯罪,,,雅思场景超核心词汇4000.pdf,2
breakthelaw,IELTS_SCENE,阅读词汇篇,法律,,n.,违反法律,,,雅思场景超核心词汇4000.pdf,2
lifeprisonment,IELTS_SCENE,阅读词汇篇,法律,,n.,无期徒刑,,,雅思场景超核心词汇4000.pdf,2
deathpenalty,IELTS_SCENE,阅读词汇篇,法律,,n.,死刑,,,雅思场景超核心词汇4000.pdf,2
deathsentence,IELTS_SCENE,阅读词汇篇,法律,,n.,死刑,,,雅思场景超核心词汇4000.pdf,2
abidebythelaw,IELTS_SCENE,阅读词汇篇,法律,,n.,守法,,,雅思场景超核心词汇4000.pdf,2
settledowneffectivelaws,IELTS_SCENE,阅读词汇篇,法律,,n.,制定出积极有效的法律,,,雅思场景超核心词汇4000.pdf,2
abuseoflaw,IELTS_SCENE,阅读词汇篇,法律,,n.,滥用法律,,,雅思场景超核心词汇4000.pdf,2
careercriminal,IELTS_SCENE,阅读词汇篇,法律,,n.,职业罪犯,,,雅思场景超核心词汇4000.pdf,2
organisedcrime,IELTS_SCENE,阅读词汇篇,法律,,n.,集团犯罪,,,雅思场景超核心词汇4000.pdf,2
childabuse,IELTS_SCENE,阅读词汇篇,法律,,n.,虐待儿童,,,雅思场景超核心词汇4000.pdf,2
taxevasion,IELTS_SCENE,阅读词汇篇,法律,,n.,逃税,,,雅思场景超核心词汇4000.pdf,2
enlist,IELTS_SCENE,阅读词汇篇,军事,ɪnˈlɪst,v.,征召,,,雅思场景超核心词汇4000.pdf,2
array,IELTS_SCENE,阅读词汇篇,军事,əˈreɪ,n.,队列,,,雅思场景超核心词汇4000.pdf,2
raid,IELTS_SCENE,阅读词汇篇,军事,reɪd,n.,袭击,,,雅思场景超核心词汇4000.pdf,2
charge,IELTS_SCENE,阅读词汇篇,军事,tʃɑːdʒ,v.,攻击,,,雅思场景超核心词汇4000.pdf,2
encroach,IELTS_SCENE,阅读词汇篇,军事,ɪnˈkrəʊtʃ,v.,侵占,,,雅思场景超核心词汇4000.pdf,2
despoil,IELTS_SCENE,阅读词汇篇,军事,dɪˈspɔɪl,v.,掠夺,,,雅思场景超核心词汇4000.pdf,2
confidential,IELTS_SCENE,阅读词汇篇,军事,ˌkɒnfɪˈdenʃl,adj.,机密的,,,雅思场景超核心词汇4000.pdf,2
cipher,IELTS_SCENE,阅读词汇篇,军事,ˈsaɪfə(r),n.,暗号,,,雅思场景超核心词汇4000.pdf,2
disarm,IELTS_SCENE,阅读词汇篇,军事,dɪsˈɑːm,v.,缴……的械,,,雅思场景超核心词汇4000.pdf,2
clandestine,IELTS_SCENE,阅读词汇篇,军事,klænˈdestɪn,adj.,秘密的,,,雅思场景超核心词汇4000.pdf,2
dissimulate,IELTS_SCENE,阅读词汇篇,军事,dɪˈsɪmjuleɪt,v.,掩盖,,,雅思场景超核心词汇4000.pdf,2
scout,IELTS_SCENE,阅读词汇篇,军事,skaʊt,v.,侦察,,,雅思场景超核心词汇4000.pdf,2
fort,IELTS_SCENE,阅读词汇篇,军事,fɔːt,n.,要塞,,,雅思场景超核心词汇4000.pdf,2
hatchet,IELTS_SCENE,阅读词汇篇,军事,ˈhætʃɪt,n.,短柄小斧,,,雅思场景超核心词汇4000.pdf,2
dagger,IELTS_SCENE,阅读词汇篇,军事,ˈdæɡə(r),n.,短剑,,,雅思场景超核心词汇4000.pdf,2
armor,IELTS_SCENE,阅读词汇篇,军事,ˈɑːmə,n.,装甲,,,雅思场景超核心词汇4000.pdf,2
armament,IELTS_SCENE,阅读词汇篇,军事,ˈɑːməmənt,n.,兵力,,,雅思场景超核心词汇4000.pdf,2
corps,IELTS_SCENE,阅读词汇篇,军事,kɔː(r),n.,军团,,,雅思场景超核心词汇4000.pdf,2
absorb,IELTS_SCENE,阅读词汇篇,军事,əbˈsɔːb,v.,吞并,,,雅思场景超核心词汇4000.pdf,2
invade,IELTS_SCENE,阅读词汇篇,军事,ɪnˈveɪd,v.,侵入,,,雅思场景超核心词汇4000.pdf,2
military,IELTS_SCENE,阅读词汇篇,军事,ˈmɪlətri,n.,军队,,,雅思场景超核心词汇4000.pdf,2
destroyer,IELTS_SCENE,阅读词汇篇,军事,dɪˈstrɔɪə(r),n.,驱逐舰,,,雅思场景超核心词汇4000.pdf,2
frigate,IELTS_SCENE,阅读词汇篇,军事,ˈfrɪɡət,n.,护卫舰,,,雅思场景超核心词汇4000.pdf,2
submarine,IELTS_SCENE,阅读词汇篇,军事,ˌsʌbməˈriːn,n.,潜艇,,,雅思场景超核心词汇4000.pdf,2
naval,IELTS_SCENE,阅读词汇篇,军事,ˈneɪvl,adj.,海军的,,,雅思场景超核心词汇4000.pdf,2
repulse,IELTS_SCENE,阅读词汇篇,军事,rɪˈpʌls,v.,击退,,,雅思场景超核心词汇4000.pdf,2
expedition,IELTS_SCENE,阅读词汇篇,军事,ˌekspəˈdɪʃn,n.,远征,,,雅思场景超核心词汇4000.pdf,2
siege,IELTS_SCENE,阅读词汇篇,军事,siːdʒ,n.,围攻,,,雅思场景超核心词汇4000.pdf,2
besiege,IELTS_SCENE,阅读词汇篇,军事,bɪˈsiːdʒ,v.,围攻,,,雅思场景超核心词汇4000.pdf,2
beset,IELTS_SCENE,阅读词汇篇,军事,bɪˈset,v.,包围,,,雅思场景超核心词汇4000.pdf,2
envelop,IELTS_SCENE,阅读词汇篇,军事,ɪnˈveləp,v.,包围,,,雅思场景超核心词汇4000.pdf,2
tactics,IELTS_SCENE,阅读词汇篇,军事,ˈtæktɪks,n.,战术,,,雅思场景超核心词汇4000.pdf,2
morale,IELTS_SCENE,阅读词汇篇,军事,məˈrɑːl,n.,民心,,,雅思场景超核心词汇4000.pdf,2
maneuver,IELTS_SCENE,阅读词汇篇,军事,məˈnʊvə,n.,机动,,,雅思场景超核心词汇4000.pdf,2
bomber,IELTS_SCENE,阅读词汇篇,军事,ˈbɒmə(r),n.,轰炸机,,,雅思场景超核心词汇4000.pdf,2
freighter,IELTS_SCENE,阅读词汇篇,军事,ˈfreɪtə(r),n.,运输机,,,雅思场景超核心词汇4000.pdf,2
hardware,IELTS_SCENE,阅读词汇篇,军事,ˈhɑːdweə(r),n.,装备,,,雅思场景超核心词汇4000.pdf,2
strategicmissile,IELTS_SCENE,阅读词汇篇,军事,,n.,战略导弹,,,雅思场景超核心词汇4000.pdf,2
anti-subtorpedo,IELTS_SCENE,阅读词汇篇,军事,,n.,反潜鱼雷,,,雅思场景超核心词汇4000.pdf,2
depthcharge,IELTS_SCENE,阅读词汇篇,军事,,n.,深水炸弹,,,雅思场景超核心词汇4000.pdf,2
amphibiousforce,IELTS_SCENE,阅读词汇篇,军事,,n.,海陆空军,,,雅思场景超核心词汇4000.pdf,2
amphibioustank,IELTS_SCENE,阅读词汇篇,军事,,n.,水陆坦克,,,雅思场景超核心词汇4000.pdf,2
groundattack,IELTS_SCENE,阅读词汇篇,军事,,n.,地面进攻,,,雅思场景超核心词汇4000.pdf,2
specialtaskforce,IELTS_SCENE,阅读词汇篇,军事,,n.,特种部队,,,雅思场景超核心词汇4000.pdf,2
jointmilitarydrill,IELTS_SCENE,阅读词汇篇,军事,,n.,联合军事演习,,,雅思场景超核心词汇4000.pdf,2
militaryvessel,IELTS_SCENE,阅读词汇篇,军事,,n.,战舰,,,雅思场景超核心词汇4000.pdf,2
landingship,IELTS_SCENE,阅读词汇篇,军事,,n.,登陆艇,,,雅思场景超核心词汇4000.pdf,2
navalfleet,IELTS_SCENE,阅读词汇篇,军事,,n.,海上舰队,,,雅思场景超核心词汇4000.pdf,2
marinecorp,IELTS_SCENE,阅读词汇篇,军事,,n.,海军陆战队,,,雅思场景超核心词汇4000.pdf,2
navalblockade,IELTS_SCENE,阅读词汇篇,军事,,n.,海上封锁,,,雅思场景超核心词汇4000.pdf,2
submarinehunter,IELTS_SCENE,阅读词汇篇,军事,,n.,猎潜艇,,,雅思场景超核心词汇4000.pdf,2
anti-submarinevessel,IELTS_SCENE,阅读词汇篇,军事,,n.,反潜艇,,,雅思场景超核心词汇4000.pdf,2
armedrobbery,IELTS_SCENE,阅读词汇篇,军事,,n.,武装抢劫,,,雅思场景超核心词汇4000.pdf,2
battleplane,IELTS_SCENE,阅读词汇篇,军事,,n.,战斗机,,,雅思场景超核心词汇4000.pdf,2
armedhelicopter,IELTS_SCENE,阅读词汇篇,军事,,n.,武装直升机,,,雅思场景超核心词汇4000.pdf,2
partisan,IELTS_SCENE,阅读词汇篇,政治,ˌpɑːtɪˈzæn,adj.,党派的,,,雅思场景超核心词汇4000.pdf,2
senate,IELTS_SCENE,阅读词汇篇,政治,ˈsenət,n.,参议院,,,雅思场景超核心词汇4000.pdf,2
congress,IELTS_SCENE,阅读词汇篇,政治,ˈkɒŋɡres,n.,代表大会,,,雅思场景超核心词汇4000.pdf,2
diplomacy,IELTS_SCENE,阅读词汇篇,政治,dɪˈpləʊməsi,n.,外交,,,雅思场景超核心词汇4000.pdf,2
confederate,IELTS_SCENE,阅读词汇篇,政治,kənˈfedərət,n.,同盟国,,,雅思场景超核心词汇4000.pdf,2
league,IELTS_SCENE,阅读词汇篇,政治,liːɡ,n.,联盟,,,雅思场景超核心词汇4000.pdf,2
affiliate,IELTS_SCENE,阅读词汇篇,政治,əˈfɪlieɪt,n.,附属机构,,,雅思场景超核心词汇4000.pdf,2
unconventional,IELTS_SCENE,阅读词汇篇,政治,ˌʌnkənˈvenʃənl,adj.,（行为等）不遵循传统,,,雅思场景超核心词汇4000.pdf,2
dictatorial,IELTS_SCENE,阅读词汇篇,政治,ˌdɪktəˈtɔːriəl,adj.,独裁的,,,雅思场景超核心词汇4000.pdf,2
authoritative,IELTS_SCENE,阅读词汇篇,政治,ɔːˈθɒrətətɪv,adj.,权威的,,,雅思场景超核心词汇4000.pdf,2
influential,IELTS_SCENE,阅读词汇篇,政治,ˌɪnfluˈenʃl,adj.,有影响的,,,雅思场景超核心词汇4000.pdf,2
centralise,IELTS_SCENE,阅读词汇篇,政治,ˈsentrəlaɪz,v.,把……集中起来,,,雅思场景超核心词汇4000.pdf,2
authority,IELTS_SCENE,阅读词汇篇,政治,ɔːˈθɒrəti,n.,权威,,,雅思场景超核心词汇4000.pdf,2
privilege,IELTS_SCENE,阅读词汇篇,政治,ˈprɪvəlɪdʒ,n.,特权,,,雅思场景超核心词汇4000.pdf,2
democracy,IELTS_SCENE,阅读词汇篇,政治,dɪˈmɒkrəsi,n.,民主,,,雅思场景超核心词汇4000.pdf,2
nationality,IELTS_SCENE,阅读词汇篇,政治,ˌnæʃəˈnæləti,n.,国籍,,,雅思场景超核心词汇4000.pdf,2
kingdom,IELTS_SCENE,阅读词汇篇,政治,ˈkɪŋdəm,n.,王国,,,雅思场景超核心词汇4000.pdf,2
realm,IELTS_SCENE,阅读词汇篇,政治,relm,n.,王国,,,雅思场景超核心词汇4000.pdf,2
regime,IELTS_SCENE,阅读词汇篇,政治,reɪˈʒiːm,n.,政权,,,雅思场景超核心词汇4000.pdf,2
sovereignty,IELTS_SCENE,阅读词汇篇,政治,ˈsɒvrənti,n.,主权,,,雅思场景超核心词汇4000.pdf,2
autonomy,IELTS_SCENE,阅读词汇篇,政治,ɔːˈtɒnəmi,n.,自治,,,雅思场景超核心词汇4000.pdf,2
commission,IELTS_SCENE,阅读词汇篇,政治,kəˈmɪʃn,n.,委员会,,,雅思场景超核心词汇4000.pdf,2
committee,IELTS_SCENE,阅读词汇篇,政治,kəˈmɪti,n.,委员会,,,雅思场景超核心词汇4000.pdf,2
election,IELTS_SCENE,阅读词汇篇,政治,ɪˈlekʃn,n.,选举,,,雅思场景超核心词汇4000.pdf,2
ballot,IELTS_SCENE,阅读词汇篇,政治,ˈbælət,n.,选票,,,雅思场景超核心词汇4000.pdf,2
ideology,IELTS_SCENE,阅读词汇篇,政治,ˌaɪdiˈɒlədʒi,n.,意识形态,,,雅思场景超核心词汇4000.pdf,2
parade,IELTS_SCENE,阅读词汇篇,政治,pəˈreɪd,n.,游行,,,雅思场景超核心词汇4000.pdf,2
govern,IELTS_SCENE,阅读词汇篇,政治,ˈɡʌvn,v.,支配,,,雅思场景超核心词汇4000.pdf,2
confer,IELTS_SCENE,阅读词汇篇,政治,kənˈfɜː(r),v.,协商,,,雅思场景超核心词汇4000.pdf,2
entitle,IELTS_SCENE,阅读词汇篇,政治,ɪnˈtaɪtl,v.,赋予……权利,,,雅思场景超核心词汇4000.pdf,2
exploit,IELTS_SCENE,阅读词汇篇,政治,ɪkˈsplɔɪt,v.,剥削,,,雅思场景超核心词汇4000.pdf,2
reformation,IELTS_SCENE,阅读词汇篇,政治,ˌrefəˈmeɪʃn,n.,改革,,,雅思场景超核心词汇4000.pdf,2
emigrate,IELTS_SCENE,阅读词汇篇,政治,ˈemɪɡreɪt,v.,移居（外国或他乡）,,,雅思场景超核心词汇4000.pdf,2
emigrant,IELTS_SCENE,阅读词汇篇,政治,ˈemɪɡrənt,n.,移民,,,雅思场景超核心词汇4000.pdf,2
inspect,IELTS_SCENE,阅读词汇篇,政治,ɪnˈspekt,v.,视察,,,雅思场景超核心词汇4000.pdf,2
immigrate,IELTS_SCENE,阅读词汇篇,政治,ˈɪmɪɡreɪt,v.,（从外国）移入,,,雅思场景超核心词汇4000.pdf,2
immigrant,IELTS_SCENE,阅读词汇篇,政治,ˈɪmɪɡrənt,n.,（外来）移民 adj,,,雅思场景超核心词汇4000.pdf,2
enslave,IELTS_SCENE,阅读词汇篇,政治,ɪnˈsleɪv,v.,奴役,,,雅思场景超核心词汇4000.pdf,2
enslavement,IELTS_SCENE,阅读词汇篇,政治,ɪnˈsleɪvmənt,n.,强制,,,雅思场景超核心词汇4000.pdf,2
hustle,IELTS_SCENE,阅读词汇篇,政治,ˈhʌsl,v.,驱赶,,,雅思场景超核心词汇4000.pdf,2
